candidate_id,source_family,title,year,publisher,url,screening_status,decision_reason,search_id,source_universe
SAT-MEDIA-001,media,"Another year, another Marikana commemoration - but betrayal, neglect and injustice are still there",2019,"Daily Maverick",https://www.dailymaverick.co.za/article/2019-08-16-another-year-another-marikana-commemoration-but-betrayal-neglect-and-injustice-are-still-there/,eligible_pending_acquisition,"Marikana-centred seven-year retrospective with affected-family, worker, justice and post-Lonmin/Sibanye context",SEARCH-DM-005,strict_documented
SAT-MEDIA-002,media,"Sibanye-Stillwater defeats mining communities challenging R5.4bn Lonmin merger",2019,"Daily Maverick",https://www.dailymaverick.co.za/article/2019-09-09-sibanye-stillwater-defeats-mining-communities-challenging-r5-4bn-lonmin-merger/,eligible_pending_acquisition,"Distinct post-judgment follow-up on Marikana-area communities challenging the Lonmin/Sibanye transaction and participation process",SEARCH-DM-005,strict_documented
SAT-MEDIA-003,media,"Eight years later, families of killed Marikana miners still seek justice",2020,"Daily Maverick",https://www.dailymaverick.co.za/article/2020-08-14-eight-years-later-families-of-killed-marikana-miners-still-seek-justice/,eligible_pending_acquisition,"Marikana-centred family/justice retrospective with direct stakeholder testimony",SEARCH-DM-005,strict_documented
SAT-MEDIA-004,media,"Marikana and the many faces of justice",2021,"Daily Maverick",https://www.dailymaverick.co.za/article/2021-08-22-marikana-and-the-many-faces-of-justice/,eligible_pending_acquisition,"Substantive Marikana analysis of retributive, distributive and recognition justice, worker conditions and accountability",SEARCH-DM-005,strict_documented
SAT-MEDIA-005,media,"Sibanye continues to make reparations at Marikana",2022,"Mining Weekly",https://www.miningweekly.com/article/sibanye-continues-to-make-reparations-at-marikana-2022-07-15,eligible_pending_acquisition,"Direct Marikana Renewal, reparations, SLP, community engagement and economic-renewal reporting",SEARCH-MW-005,strict_documented
SAT-MEDIA-006,media,"Sibanye concludes five-year wage deal at Rustenburg, Marikana operations",2022,"Engineering News",https://www.engineeringnews.co.za/article/sibanye-concludes-five-year-wage-deal-at-rustenburg-marikana-operations-2022-10-28,eligible_pending_acquisition,"Direct Marikana wage agreement and labour-relations outcome",SEARCH-EN-004,strict_documented
SAT-MEDIA-007,media,"After the Bell: South African miners are by no means earning the ‘slave wages’ asserted by Amcu leader",2023,"Daily Maverick",https://www.dailymaverick.co.za/article/2023-12-10-after-the-bell-sa-miners-are-by-no-means-earning-the-slave-wages-asserted-by-amcus-mathunjwa/,eligible_pending_acquisition,"Although sector-framed, contains substantive Marikana-specific 2013-2021 wage evidence and direct interpretation of post-Marikana labour outcomes",SEARCH-DM-005,strict_documented
SAT-MEDIA-011,media,"Sibanye, Lonmin merger enters final stretch as AMCU appeal is dismissed",2019,"Mining Weekly",https://www.miningweekly.com/article/sibanye-lonmin-merger-enters-final-stretch-as-amcu-appeal-is-dismissed-2019-05-17,eligible_pending_acquisition,"Distinct regulatory/labour stage of the Lonmin-Sibanye transaction; AMCU appeal and employment/public-interest conditions are central",SEARCH-MW-006,strict_documented
SAT-MEDIA-012,media,"Rustenburg communities want ConCourt to set aside Sibanye's Lonmin takeover",2019,"Mining Weekly",https://www.miningweekly.com/article/rustenburg-communities-want-concourt-to-set-aside-sibanyes-lonmin-takeover-2019-07-19,eligible_pending_acquisition,"Direct Marikana-area community challenge to the Lonmin-Sibanye merger, SLP approval and participation process",SEARCH-MW-006,strict_documented
SAT-MEDIA-013,media,"Sibanye files court papers to oppose application to halt R5.2bn Lonmin merger",2019,"Mining Weekly",https://www.miningweekly.com/article/sibanye-files-court-papers-to-oppose-application-to-halt-r52bn-lonmin-merger-2019-08-02,eligible_pending_acquisition,"Distinct corporate response in the Marikana-community merger litigation with SLP and stakeholder-participation arguments",SEARCH-MW-006,strict_documented
SAT-MEDIA-014,media,"Sibanye says ConCourt dismisses GLC's applications",2019,"Mining Weekly",https://www.miningweekly.com/article/sibanye-says-concourt-dismisses-glcs-applications-2019-09-05,eligible_pending_acquisition,"Final Constitutional Court stage of the Greater Lonmin Community challenge; includes explicit Marikana community and SLP commitments",SEARCH-MW-006,strict_documented
SAT-MEDIA-015,media,"Sibanye-Stillwater restructures historical Lonmin BEE structure",2021,"Mining Weekly",https://www.miningweekly.com/article/sibanye-stillwater-restructures-historical-lonmin-bee-structure-2021-04-14,eligible_pending_acquisition,"Direct restructuring of the inherited Marikana BBBEE structure following stakeholder engagements with Marikana shareholders",SEARCH-MW-006,strict_documented
SAT-MEDIA-017,media,"Human rights orgs are seeking accountability for failed Marikana housing",2022,"Mining Weekly",https://www.miningweekly.com/article/human-rights-orgs-are-seeking-accountability-for-failed-marikana-housing-2022-08-16,eligible_pending_acquisition,"Marikana-specific housing and SLP accountability record linking Lonmin commitments, Farlam findings and civil-society enforcement",SEARCH-MW-008,strict_documented
EXCLUDE-SAT-MEDIA-008,media,"Sibanye-Stillwater strategising energy solution involvement",2022,"Engineering News",https://www.engineeringnews.co.za/article/sibanye-stillwater-strategising-energy-solution-involvement-2022-09-02,exclude_incidental_scope,"Broad corporate/energy article; Marikana Renewal is only one secondary section rather than the central document subject",SEARCH-EN-004,strict_documented
EXCLUDE-SAT-MEDIA-009,media,"Sibanye concludes five-year wage agreement at Kroondal",2023,"Engineering News",https://www.engineeringnews.co.za/article/sibanye-concludes-five-year-wage-agreement-at-kroondal-2023-11-06,exclude_incidental_scope,"Kroondal is central; Marikana appears only as a comparison to an earlier wage agreement",SEARCH-EN-004,strict_documented
EXCLUDE-SAT-MEDIA-010,media,"Marikana Renewal Programme marks progress, but several matters around massacre still unresolved",2025,"Mining Weekly / Engineering News",https://www.miningweekly.com/article/marikana-renewal-programme-marks-progress-but-several-matters-around-massacre-still-unresolved-2025-08-22,exclude_outside_period,"Directly relevant but published after the primary corpus cutoff of 31 December 2023",SEARCH-MW-005,strict_documented
EXCLUDE-SAT-MEDIA-016,media,"Marikana K4 platinum group metals project, South Africa – update",2023,"Mining Weekly",https://www.miningweekly.com/article/marikana-k4platinum-group-metals-project-south-africa-update-2023-09-22,exclude_operational_only,"Project-status record is dominated by production, capex and engineering progress and lacks substantive stakeholder-policy content under the media source-family rule",SEARCH-MW-006,strict_documented
